197,17,0,10,16
241,19,0,11,18
41,3,0,5,2
61,0,2,0,0
25,0,0,3,0
30,0,0,0,0
146,18,0,6,1
56,1,0,10,0
116,18,2,23,5
39,3,2,11,2
54,5,1,7,0
